Id,Weekly_Sales
1_3_2013-05-24,9069.932830721882
1_3_2013-05-31,8036.62155572677
1_3_2013-06-07,8849.70318274935
1_3_2013-06-14,8285.503304740414
1_3_2013-06-21,8112.765523898623
1_3_2013-06-28,8260.008055460905
1_3_2013-07-05,8882.953603075373
1_3_2013-07-12,11997.127491747671
1_3_2013-07-19,17294.305791216426
1_3_2013-07-26,21480.172220572458
1_4_2012-11-02,40354.093760278396
1_4_2012-11-09,39146.97808074481
1_4_2012-11-16,39939.75630263238
1_4_2012-11-23,48203.869869738584
1_4_2012-11-30,42349.29418342299
1_4_2012-12-07,40934.836086065356
1_4_2012-12-14,40963.059766597005
1_4_2012-12-21,48762.925098878324
1_4_2012-12-28,39594.83236386291
1_4_2013-01-04,43122.07120619775
1_4_2013-01-11,39443.296347444055
1_4_2013-01-18,36790.673461537
1_4_2013-01-25,35903.743794926806
1_4_2013-02-01,40838.37416185301
1_4_2013-02-08,40823.09563365658
1_4_2013-02-15,39168.23022929868
1_4_2013-02-22,37541.412600286654
1_4_2013-03-01,39258.42967430926
1_4_2013-03-08,39031.93504707244
1_4_2013-03-15,39446.86496926381
1_4_2013-03-22,39000.92636861442
1_4_2013-03-29,39693.27899886639
1_4_2013-04-05,43423.33483986861
1_4_2013-04-12,38874.6583311432
1_4_2013-04-19,37905.845148943896
1_4_2013-04-26,38366.606564648224
1_4_2013-05-03,41201.212561436514
1_4_2013-05-10,38259.207477004245
1_4_2013-05-17,37702.745968078576
1_4_2013-05-24,39679.41852659367
1_4_2013-05-31,40675.579141112015
1_4_2013-06-07,42352.779146145
1_4_2013-06-14,41253.90804969873
1_4_2013-06-21,39955.10433906221
1_4_2013-06-28,40311.46077125055
1_4_2013-07-05,45276.179462286724
1_4_2013-07-12,40616.30809481153
1_4_2013-07-19,40212.29815481462
1_4_2013-07-26,37815.45533020578
1_5_2012-11-02,32931.70809239805
1_5_2012-11-09,33294.03512089106
1_5_2012-11-16,29826.034508486624
1_5_2012-11-23,86038.44444745377
1_5_2012-11-30,34403.03316655687
1_5_2012-12-07,39723.578220210635
1_5_2012-12-14,38312.936428329376
1_5_2012-12-21,51636.3970480435
1_5_2012-12-28,37314.081126321085
1_5_2013-01-04,23391.7551213537
1_5_2013-01-11,20709.054437447434
1_5_2013-01-18,19849.272333664776
1_5_2013-01-25,20598.80436759807
1_5_2013-02-01,25878.44928225317
1_5_2013-02-08,36099.880301192745
1_5_2013-02-15,45683.362483995894
1_5_2013-02-22,33263.79635126088
1_5_2013-03-01,28555.24411639561
1_5_2013-03-08,27653.390219646983
1_5_2013-03-15,28921.737053998037
1_5_2013-03-22,26179.050249297623
1_5_2013-03-29,23362.095094284632
1_5_2013-04-05,28269.89642173623
1_5_2013-04-12,20573.04744452418
1_5_2013-04-19,17807.941568419432
1_5_2013-04-26,17848.050066408287
1_5_2013-05-03,18825.77021597134
1_5_2013-05-10,17827.376218610407
1_5_2013-05-17,18335.93067967383
1_5_2013-05-24,18658.64939273433
1_5_2013-05-31,17796.170887482087
1_5_2013-06-07,22619.38564767696
1_5_2013-06-14,21571.36556686257
1_5_2013-06-21,23121.401926502822
1_5_2013-06-28,21252.27773744454
1_5_2013-07-05,20398.048216262432
1_5_2013-07-12,18489.203941784628
1_5_2013-07-19,18367.817346409924
1_5_2013-07-26,15285.883792343726
1_6_2012-11-02,5932.836919439393
1_6_2012-11-09,4143.066053354054
1_6_2012-11-16,3214.3324586201443
1_6_2012-11-23,13714.838151153645
1_6_2012-11-30,5952.391384375701
1_6_2012-12-07,5874.368906682912
1_6_2012-12-14,7750.159890681198
1_6_2012-12-21,13725.666301926089
1_6_2012-12-28,7538.911935460832
1_6_2013-01-04,3204.8373550469955
1_6_2013-01-11,2760.95265424541
1_6_2013-01-18,2122.108056471993
1_6_2013-01-25,1775.0830287986782
1_6_2013-02-01,2968.046177823912
1_6_2013-02-08,5363.9671615496145
1_6_2013-02-15,3925.885695723347
1_6_2013-02-22,3815.163637194589
1_6_2013-03-01,5299.7447110894855
1_6_2013-03-08,4063.150863202006
1_6_2013-03-15,3921.6180828089396
1_6_2013-03-22,3019.6903740621856
1_6_2013-03-29,3740.586470595139
1_6_2013-04-05,4259.911299024128
1_6_2013-04-12,4199.450413075973
1_6_2013-04-19,3145.4208251908167
1_6_2013-04-26,3069.69255602444
1_6_2013-05-03,3527.443492072643
1_6_2013-05-10,3250.998488128964
1_6_2013-05-17,4990.900354848679
1_6_2013-05-24,4686.768721152492
1_6_2013-05-31,3645.9790264870135
1_6_2013-06-07,3995.761547467984
1_6_2013-06-14,3794.066860201819
1_6_2013-06-21,4374.258401261262
1_6_2013-06-28,4374.258401261262
1_6_2013-07-05,3023.6335421516446
1_6_2013-07-12,2783.5975239429117
1_6_2013-07-19,3123.815767655712
1_6_2013-07-26,2595.50709039439
1_7_2012-11-02,25744.79050693719
1_7_2012-11-09,28455.81328113667
1_7_2012-11-16,25257.645491050727
1_7_2012-11-23,72078.33086552238
1_7_2012-11-30,34607.212763755706
1_7_2012-12-07,43204.05471633859
1_7_2012-12-14,59493.856761228315
1_7_2012-12-21,96840.39873867003
1_7_2012-12-28,47862.61870592068
1_7_2013-01-04,18571.851613733186
1_7_2013-01-11,9072.144965928408
1_7_2013-01-18,10434.584483349467
1_7_2013-01-25,10899.086771237191
1_7_2013-02-01,15051.678683561824
1_7_2013-02-08,19991.1388396375
1_7_2013-02-15,16899.253978733985
1_7_2013-02-22,17380.170821155396
1_7_2013-03-01,17449.444109032193
1_7_2013-03-08,18016.5762227447
1_7_2013-03-15,20070.366394563694
1_7_2013-03-22,17137.198048375176
1_7_2013-03-29,19049.726580638362
1_7_2013-04-05,27304.05657331761
1_7_2013-04-12,21548.12772979597
1_7_2013-04-19,20828.960569977164
1_7_2013-04-26,19502.705464614304
1_7_2013-05-03,22129.26158963176
1_7_2013-05-10,23177.977946767987
1_7_2013-05-17,21449.92003763191
1_7_2013-05-24,27241.405033405255
1_7_2013-05-31,29760.068997293813
1_7_2013-06-07,29756.49747617814
1_7_2013-06-14,28341.05203113774
1_7_2013-06-21,26508.258070836724
1_7_2013-06-28,25084.391103427337
1_7_2013-07-05,28438.473787755855
1_7_2013-07-12,21107.910907172216
1_7_2013-07-19,17971.69101574594
1_7_2013-07-26,18097.870449739712
1_8_2012-11-02,37834.295448837554
1_8_2012-11-09,36557.51490317418
1_8_2012-11-16,35312.232902374555
1_8_2012-11-23,35286.948243134866
1_8_2012-11-30,36914.74507272836
1_8_2012-12-07,39309.37560575082
1_8_2012-12-14,38915.33926563612
1_8_2012-12-21,41403.88257241132
1_8_2012-12-28,34412.87028486646
1_8_2013-01-04,38435.67715357085
1_8_2013-01-11,35860.76765988494
1_8_2013-01-18,36619.84234577823
1_8_2013-01-25,35194.01774154543
1_8_2013-02-01,40353.08888807359
1_8_2013-02-08,39688.344714215746
1_8_2013-02-15,38889.314404561694
1_8_2013-02-22,38857.80881263095
1_8_2013-03-01,40120.64894488433
1_8_2013-03-08,37704.43061317842
1_8_2013-03-15,37798.61641889985
1_8_2013-03-22,37130.752878689585
1_8_2013-03-29,39266.79499662211
1_8_2013-04-05,43449.49569644347
1_8_2013-04-12,38494.51298022527
1_8_2013-04-19,38164.73372303682
1_8_2013-04-26,38706.95042076266
1_8_2013-05-03,40347.79187835738
1_8_2013-05-10,39358.90675432566
1_8_2013-05-17,39996.25895745433
1_8_2013-05-24,40756.225964618294
1_8_2013-05-31,40838.10511946035
1_8_2013-06-07,41178.87773919587
1_8_2013-06-14,40367.26085794235
1_8_2013-06-21,39975.192076452004
1_8_2013-06-28,38922.909951131965
1_8_2013-07-05,41698.28792991353
1_8_2013-07-12,37590.245577008056
1_8_2013-07-19,38697.528129451384
1_8_2013-07-26,38048.74259851987
1_9_2012-11-02,49037.9154997962
1_9_2012-11-09,41629.25336716222
1_9_2012-11-16,35581.13491280621
1_9_2012-11-23,43826.17579068241
1_9_2012-11-30,27589.103608751284
1_9_2012-12-07,29407.088294809997
1_9_2012-12-14,31550.333933272148
1_9_2012-12-21,43735.71287813013
1_9_2012-12-28,30711.06882665173
1_9_2013-01-04,22073.385588945468
1_9_2013-01-11,17528.201565406165
1_9_2013-01-18,14914.96914666223
1_9_2013-01-25,14978.364644205047
1_9_2013-02-01,18175.797247608247
1_9_2013-02-08,20571.303269931555
1_9_2013-02-15,23188.766032248594
1_9_2013-02-22,25356.16594282457
1_9_2013-03-01,29237.61679926239
1_9_2013-03-08,28932.511495802402
1_9_2013-03-15,35832.28058255819
1_9_2013-03-22,35083.09494147885
1_9_2013-03-29,45264.28737653622
1_9_2013-04-05,46900.5799846024
1_9_2013-04-12,35453.876331029605
1_9_2013-04-19,31086.29794351411
1_9_2013-04-26,31710.160453131597
1_9_2013-05-03,32003.90530309281
1_9_2013-05-10,29454.160972045498
1_9_2013-05-17,28064.19119409827
1_9_2013-05-24,29863.524984388176
1_9_2013-05-31,32639.284865675203
1_9_2013-06-07,30616.11867075133
1_9_2013-06-14,32316.414104623258
1_9_2013-06-21,30210.21100771623
1_9_2013-06-28,27272.978695843703
1_9_2013-07-05,32392.284213592073
1_9_2013-07-12,23283.82593647633
1_9_2013-07-19,23456.90902085999
1_9_2013-07-26,23345.90456032157
1_10_2012-11-02,32680.49913462752
1_10_2012-11-09,33291.54023509049
1_10_2012-11-16,31080.128494632758
1_10_2012-11-23,32863.50669502907
1_10_2012-11-30,33545.180270847406
1_10_2012-12-07,33412.95033090742
1_10_2012-12-14,33004.96743538853
1_10_2012-12-21,32924.58534388076
1_10_2012-12-28,28565.684399186495
1_10_2013-01-04,31056.0951549311
1_10_2013-01-11,26096.725404594465
1_10_2013-01-18,26203.403811794138
1_10_2013-01-25,24327.158883959382
1_10_2013-02-01,32005.069903399748
1_10_2013-02-08,36452.909875518664
1_10_2013-02-15,38257.69290315503
1_10_2013-02-22,38748.46860583578
1_10_2013-03-01,39684.39341232691
1_10_2013-03-08,36616.93395384894
1_10_2013-03-15,36253.07116741924
1_10_2013-03-22,36201.818165329336
1_10_2013-03-29,43543.88531948824
1_10_2013-04-05,40632.685344600795
1_10_2013-04-12,33864.45986824475
1_10_2013-04-19,32867.98196893357
1_10_2013-04-26,31123.32085485012
1_10_2013-05-03,34552.58187935326
1_10_2013-05-10,33321.79907304407
1_10_2013-05-17,32968.82018015066
1_10_2013-05-24,35329.12215754539
1_10_2013-05-31,36790.3802382692
1_10_2013-06-07,37279.845220448995
1_10_2013-06-14,35320.33552221314
1_10_2013-06-21,34981.813863106734
1_10_2013-06-28,33839.573073258725
1_10_2013-07-05,39424.39777754967
1_10_2013-07-12,33810.89244643587
1_10_2013-07-19,31854.109250127723
1_10_2013-07-26,32292.365151890423
1_11_2012-11-02,27027.984913976674
1_11_2012-11-09,24688.875066846005
1_11_2012-11-16,23716.469114599113
1_11_2012-11-23,28079.58558596454
1_11_2012-11-30,31776.686780054355
1_11_2012-12-07,37129.86125725354
1_11_2012-12-14,31615.650766974126
1_11_2012-12-21,33584.79329758733
1_11_2012-12-28,26406.26879702634
1_11_2013-01-04,26727.23334244563
1_11_2013-01-11,25665.333444052005
1_11_2013-01-18,22416.099628996602
1_11_2013-01-25,19411.642644833933
1_11_2013-02-01,21521.008458410863
1_11_2013-02-08,25349.380975878048
1_11_2013-02-15,25823.153884659354
1_11_2013-02-22,23825.249338690955
1_11_2013-03-01,23860.44253310872
1_11_2013-03-08,23702.622528444168
1_11_2013-03-15,24751.60628961417
1_11_2013-03-22,24571.742550722152
1_11_2013-03-29,25579.689609157715
1_11_2013-04-05,29686.17519363927
1_11_2013-04-12,24026.63904179111
1_11_2013-04-19,23157.72697098231
1_11_2013-04-26,22142.8550595262
1_11_2013-05-03,27935.705208447587
1_11_2013-05-10,28505.450074641332
1_11_2013-05-17,25323.731641539096
1_11_2013-05-24,27464.013589019567
1_11_2013-05-31,29395.4325650364
1_11_2013-06-07,33821.29920029978
1_11_2013-06-14,30272.60576114213
1_11_2013-06-21,29111.413313198165
1_11_2013-06-28,37360.81564567504
1_11_2013-07-05,36767.530114948175
1_11_2013-07-12,31365.549470055972
1_11_2013-07-19,27913.395240351114
1_11_2013-07-26,31431.5547055434
1_12_2012-11-02,10703.625062722856
1_12_2012-11-09,11004.823175834254
1_12_2012-11-16,10634.2844675022
1_12_2012-11-23,8981.429465883839
1_12_2012-11-30,8220.6566928201
1_12_2012-12-07,8220.6566928201
1_12_2012-12-14,8173.789636959923
1_12_2012-12-21,8892.001805573016
1_12_2012-12-28,7906.83617979963
1_12_2013-01-04,7932.2668819123455
1_12_2013-01-11,7932.2668819123455
1_12_2013-01-18,8882.86569349812
1_12_2013-01-25,8392.54182934316
1_12_2013-02-01,9377.984444722457
1_12_2013-02-08,9527.211092469968
1_12_2013-02-15,9615.226723091026
1_12_2013-02-22,10751.430107612818
1_12_2013-03-01,11667.59110248077
1_12_2013-03-08,12120.577328147996
1_12_2013-03-15,12120.577328147996
1_12_2013-03-22,11856.341623888613
1_12_2013-03-29,12252.050988084226
1_12_2013-04-05,11892.631079261442
1_12_2013-04-12,11056.768510915967
1_12_2013-04-19,11724.181546652153
1_12_2013-04-26,11793.982638018488
1_12_2013-05-03,12417.592087384048
1_12_2013-05-10,11789.983298985511
1_12_2013-05-17,11078.832090508067
1_12_2013-05-24,12210.042939464462
1_12_2013-05-31,11427.88182052971
1_12_2013-06-07,11339.683747478637
1_12_2013-06-14,11610.936168843398
1_12_2013-06-21,10400.109524122876
1_12_2013-06-28,11852.868097037004
1_12_2013-07-05,13039.893183150161
1_12_2013-07-12,10306.863128831956
1_12_2013-07-19,12223.532050207832
1_12_2013-07-26,11065.563743400058
1_13_2012-11-02,42223.190641243804
1_13_2012-11-09,39473.07692687947
1_13_2012-11-16,39143.68777754091
1_13_2012-11-23,39768.20678020777
1_13_2012-11-30,39617.21024739319
1_13_2012-12-07,38504.235948669935
1_13_2012-12-14,36463.23900293161
1_13_2012-12-21,38618.95976438081
1_13_2012-12-28,33614.45843261802
1_13_2013-01-04,40534.71116987815
1_13_2013-01-11,38951.287790495015
1_13_2013-01-18,37742.635075123806
1_13_2013-01-25,36332.13727112875
1_13_2013-02-01,42899.66937777861
1_13_2013-02-08,45241.92872629273
1_13_2013-02-15,41466.13944718793
1_13_2013-02-22,42134.524213368444
1_13_2013-03-01,43893.286840019355
1_13_2013-03-08,41949.959196115204
1_13_2013-03-15,40351.69532457544
1_13_2013-03-22,39885.85462813144
1_13_2013-03-29,39885.85462813144
1_13_2013-04-05,46199.07572419118
1_13_2013-04-12,41154.32406429592
1_13_2013-04-19,40698.42451730753
1_13_2013-04-26,39967.33275367636
1_13_2013-05-03,42651.16495967857
1_13_2013-05-10,40330.730990763244
1_13_2013-05-17,40148.309779538606
1_13_2013-05-24,39678.92965026661
1_13_2013-05-31,40675.09026478496
1_13_2013-06-07,42810.378543123516
1_13_2013-06-14,41686.07333509791
1_13_2013-06-21,40642.184640127976
1_13_2013-06-28,40726.44082568043
1_13_2013-07-05,43907.47520551329
1_13_2013-07-12,41648.19892488529
1_13_2013-07-19,41192.2993778969
1_13_2013-07-26,38435.351101572815
1_14_2012-11-02,13775.728508161257
1_14_2012-11-09,14906.211794098435
1_14_2012-11-16,17728.728712579654
1_14_2012-11-23,37828.63046143054
1_14_2012-11-30,21212.072901285068
1_14_2012-12-07,25178.17660236827
1_14_2012-12-14,27964.138507596992
1_14_2012-12-21,42666.36069210407
1_14_2012-12-28,28335.597482205325
1_14_2013-01-04,16031.791096644713
1_14_2013-01-11,15552.496322438958
1_14_2013-01-18,13630.915383594223
1_14_2013-01-25,13128.92071925055
1_14_2013-02-01,15175.12046877247
1_14_2013-02-08,17768.77664885449
1_14_2013-02-15,20423.379624133875
1_14_2013-02-22,18846.559555543008
1_14_2013-03-01,19802.190589191523
1_14_2013-03-08,18053.50550778427
1_14_2013-03-15,14848.132121784747
1_14_2013-03-22,13756.74216433074
1_14_2013-03-29,14579.528578320906
1_14_2013-04-05,16447.275657956627
1_14_2013-04-12,15234.563673797878
1_14_2013-04-19,14412.45472238552
1_14_2013-04-26,14965.838219176158
1_14_2013-05-03,16167.910123490226
1_14_2013-05-10,15771.853344865345
1_14_2013-05-17,16416.503079237827
1_14_2013-05-24,14787.796622424024
1_14_2013-05-31,15191.50414548408
1_14_2013-06-07,13720.857404717675
1_14_2013-06-14,14466.831915026287
1_14_2013-06-21,13773.564750934696
1_14_2013-06-28,16220.807928983952
1_14_2013-07-05,18389.939504430702
1_14_2013-07-12,15181.957480599018
1_14_2013-07-19,13432.615595861293
1_14_2013-07-26,13108.188758456607
1_16_2012-11-02,7747.923011448066
1_16_2012-11-09,6998.544146322254
1_16_2012-11-16,5401.054077417789
1_16_2012-11-23,7732.13440991002
1_16_2012-11-30,6167.125490872357
1_16_2012-12-07,5251.387621762833
1_16_2012-12-14,5307.687226056363
1_16_2012-12-21,6299.959416503407
1_16_2012-12-28,5297.03472789932
1_16_2013-01-04,5881.3751868841655
1_16_2013-01-11,5721.6619919168315
1_16_2013-01-18,6345.785611453418
1_16_2013-01-25,6378.319282886953
1_16_2013-02-01,8953.318994783163
1_16_2013-02-08,11970.702510044408
1_16_2013-02-15,11733.202397513269
1_16_2013-02-22,18255.40907757007
1_16_2013-03-01,23694.298935731455
1_16_2013-03-08,30151.544885153522
1_16_2013-03-15,39228.603774701005
1_16_2013-03-22,35860.5268707886
1_16_2013-03-29,44557.352092181005
1_16_2013-04-05,57609.35108010466
1_16_2013-04-12,55220.556748335504
1_16_2013-04-19,48092.44000479232
1_16_2013-04-26,45546.16977808265
1_16_2013-05-03,45246.91423227526
1_16_2013-05-10,41290.64661056885
1_16_2013-05-17,41198.476693173354
1_16_2013-05-24,43430.375584364396
1_16_2013-05-31,44321.4556829501
1_16_2013-06-07,38013.9739963795
1_16_2013-06-14,35930.16395344543
1_16_2013-06-21,37229.854637076605
1_16_2013-06-28,38231.86808926345
1_16_2013-07-05,42714.740726524935
1_16_2013-07-12,27393.40177669996
1_16_2013-07-19,25359.682534744414
1_16_2013-07-26,24189.144470699215
1_17_2012-11-02,8173.789636959923
1_17_2012-11-09,7949.144555149754
1_17_2012-11-16,9148.380197210974
1_17_2012-11-23,11615.54457813282
1_17_2012-11-30,9967.964853549398
1_17_2012-12-07,11043.35405512267
1_17_2012-12-14,11752.964156537008
1_17_2012-12-21,16120.468746511611
1_17_2012-12-28,11685.906533397614
1_17_2013-01-04,8457.531933296737
1_17_2013-01-11,9167.360596481252
1_17_2013-01-18,8167.616666033269
1_17_2013-01-25,7761.0326016847885
1_17_2013-02-01,8128.467115080946
1_17_2013-02-08,9995.28106377881
1_17_2013-02-15,10935.040659285154
1_17_2013-02-22,10029.086506819882
1_17_2013-03-01,11135.273295726043
1_17_2013-03-08,11315.63643303238
1_17_2013-03-15,9829.063847999112
1_17_2013-03-22,8183.072856066262
1_17_2013-03-29,8715.291209037487
1_17_2013-04-05,9431.997498355322
1_17_2013-04-12,7557.1058529838765
1_17_2013-04-19,8476.113575904024
1_17_2013-04-26,7826.511058062485
1_17_2013-05-03,8735.727680068903
1_17_2013-05-10,8065.230385350037
1_17_2013-05-17,9314.747714991547
1_17_2013-05-24,7896.920972785419
1_17_2013-05-31,7820.777004613566
1_17_2013-06-07,8633.858631636147
1_17_2013-06-14,7470.38687859512
1_17_2013-06-21,7734.345613669719
1_17_2013-06-28,8153.380364402074
1_17_2013-07-05,8008.639635449465
1_17_2013-07-12,7872.9292241201465
1_17_2013-07-19,7872.9292241201465
1_17_2013-07-26,8563.205440318301
1_18_2012-11-02,12527.583864268467
1_18_2012-11-09,19922.394389726524
1_18_2012-11-16,11967.889070161958
1_18_2012-11-23,26354.46910900354
1_18_2012-11-30,16071.404081591438
1_18_2012-12-07,14442.988108016123
1_18_2012-12-14,7555.445747309722
1_18_2012-12-21,9786.60904081824
1_18_2012-12-28,14644.492208944577
1_18_2013-01-04,10310.864014491763
1_18_2013-01-11,10419.216423477852
1_18_2013-01-18,13579.153601780483
1_18_2013-01-25,11120.130141334503
1_18_2013-02-01,17586.233118251293
1_18_2013-02-08,20588.83413417349
1_18_2013-02-15,22631.50512137036
1_18_2013-02-22,16266.238845232736
1_18_2013-03-01,21280.128366714936
1_18_2013-03-08,9294.046875222719
1_18_2013-03-15,3945.478726508381
1_18_2013-03-22,2565.69299734302
1_18_2013-03-29,2239.99162410548
1_18_2013-04-05,4383.435422146122
1_18_2013-04-12,7958.969485290292
1_18_2013-04-19,12979.6127906009
1_18_2013-04-26,5051.596226170005
1_18_2013-05-03,2422.6965246467776
1_18_2013-05-10,1676.0158389963656
1_18_2013-05-17,1645.7910311014107
1_18_2013-05-24,1986.1423484063516
1_18_2013-06-07,2935.540888196501
1_18_2013-07-05,6931.270580762776
1_19_2012-11-02,1182.1150549967147
1_19_2012-11-09,1137.115847866919
1_19_2012-11-16,1085.0666776628796
1_19_2012-11-23,1024.9396612630549
1_19_2012-11-30,1549.1767448837263
1_19_2012-12-07,1922.3444672030555
1_19_2012-12-14,1687.2210421941627
1_19_2012-12-21,2043.106337481189
1_19_2012-12-28,1249.3388515456727
1_19_2013-01-04,1214.6498322978912
1_19_2013-01-11,1260.5634114923826
1_19_2013-01-18,670.9920529292328
1_19_2013-01-25,623.4434518931816
1_19_2013-02-01,1243.8693371851814
1_19_2013-02-08,1283.234863828082
1_19_2013-02-15,1046.3479827648034
1_19_2013-02-22,1102.5026241498324
1_19_2013-03-01,868.5204351698302
1_19_2013-03-08,1456.334087389187
1_19_2013-03-15,1414.4027827198538
1_19_2013-03-22,1246.5748169410663
1_19_2013-03-29,1246.5748169410663
1_19_2013-04-05,1364.8734182698188
1_19_2013-04-12,934.1872690122207
1_19_2013-04-19,1096.0975603208708
1_19_2013-04-26,902.3766626010681
1_19_2013-05-03,1062.022559717213
1_19_2013-05-10,1795.4568072176694
1_19_2013-05-17,1560.333382208777
1_19_2013-05-24,1347.446786762383
1_19_2013-05-31,1483.4641461300175
1_19_2013-06-07,1311.5084395100423
1_19_2013-06-14,1234.8977387314571
1_19_2013-06-21,1319.2636105565566
1_19_2013-06-28,1086.209684213034
1_19_2013-07-05,1221.5660545971546
1_19_2013-07-12,1062.2179355477615
1_19_2013-07-19,1062.2179355477615
1_19_2013-07-26,1028.1429349441037
1_20_2012-11-02,3457.3082735500157
1_20_2012-11-09,3290.3353029458603
1_20_2012-11-16,3140.1279029642405
1_20_2012-11-23,4456.192210672141
1_20_2012-11-30,3391.0500348534974
1_20_2012-12-07,3391.0500348534974
1_20_2012-12-14,3670.3195708200055
1_20_2012-12-21,4845.286850272676
1_20_2012-12-28,3788.9036776542935
1_20_2013-01-04,3732.782460094038
1_20_2013-01-11,4249.097394628274
1_20_2013-01-18,3739.1735394575294
1_20_2013-01-25,3567.4066940286625
1_20_2013-02-01,4101.927590746378
1_20_2013-02-08,5501.648492842114
1_20_2013-02-15,5783.860592378175
1_20_2013-02-22,5019.454929291506
1_20_2013-03-01,5434.922157878035
1_20_2013-03-08,6546.872082087653
1_20_2013-03-15,5202.582114257675
1_20_2013-03-22,4594.307944995482
1_20_2013-03-29,5196.9811136283915
1_20_2013-04-05,4605.562099535724
1_20_2013-04-12,3733.329285408152
1_20_2013-04-19,4014.6991123501984
1_20_2013-04-26,4249.617325600582
1_20_2013-05-03,4674.39421844837
1_20_2013-05-10,4752.802580812729
1_20_2013-05-17,5111.9702051057275
1_20_2013-05-24,4809.437728224122
1_20_2013-05-31,4655.591731638542
1_20_2013-06-07,4723.980528763881
1_20_2013-06-14,4254.90497294803
1_20_2013-06-21,5067.004102980036
1_20_2013-06-28,4550.617296422157
1_20_2013-07-05,5273.617755647785
1_20_2013-07-12,4074.122374059443
