Id,Weekly_Sales
1_6_2012-11-30,4440.542444261029
1_6_2012-12-07,6465.045716224908
1_6_2012-12-14,7520.370925513838
1_6_2012-12-21,13146.677423368883
1_6_2012-12-28,7296.568583561273
1_6_2013-01-04,4211.599540428692
1_6_2013-01-11,2732.085368818155
1_6_2013-01-18,2024.201176913313
1_6_2013-01-25,1666.831798075779
1_6_2013-02-01,2824.175330072354
1_6_2013-02-08,5353.536179635241
1_6_2013-02-15,3680.4969703057614
1_6_2013-02-22,3509.910926952268
1_6_2013-03-01,4829.80811097672
1_6_2013-03-08,3692.8843989630955
1_6_2013-03-15,3552.6325129223897
1_6_2013-03-22,2965.1156667174305
1_6_2013-03-29,3549.4086034892957
1_6_2013-04-05,3996.336369839003
1_6_2013-04-12,4185.252320294494
1_6_2013-04-19,2971.4592073593194
1_6_2013-04-26,2951.1729347754153
1_6_2013-05-03,3563.3948397249083
1_6_2013-05-10,3107.53714694493
1_6_2013-05-17,4853.762600844645
1_6_2013-05-24,4655.165250134467
1_6_2013-05-31,3575.7163910253244
1_6_2013-06-07,3875.972541882294
1_6_2013-06-14,3603.222590234589
1_6_2013-06-21,4204.189282552659
1_6_2013-06-28,4104.769295915352
1_6_2013-07-05,2941.510446061932
1_6_2013-07-12,2717.0723566704046
1_6_2013-07-19,2919.5041255815117
1_6_2013-07-26,2372.055910832732
1_7_2012-11-02,27621.81869925233
1_7_2012-11-09,29746.301340779988
1_7_2012-11-16,26485.02571387296
1_7_2012-11-23,68821.53564018913
1_7_2012-11-30,33317.53248507247
1_7_2012-12-07,43771.313745915184
1_7_2012-12-14,61742.61846389429
1_7_2012-12-21,103478.52200327067
1_7_2012-12-28,47806.948137382526
1_7_2013-01-04,20212.182994589748
1_7_2013-01-11,10996.936771463734
1_7_2013-01-18,10127.199660730581
1_7_2013-01-25,10565.445810491694
1_7_2013-02-01,14895.739833367286
1_7_2013-02-08,20825.425449191505
1_7_2013-02-15,17103.561962730695
1_7_2013-02-22,17226.773685217802
1_7_2013-03-01,17178.50266323097
1_7_2013-03-08,17777.400744621344
1_7_2013-03-15,20216.37464128594
1_7_2013-03-22,19698.16342514072
1_7_2013-03-29,19825.95827724493
1_7_2013-04-05,32286.364428844645
1_7_2013-04-12,21666.857697956333
1_7_2013-04-19,20811.8093362286
1_7_2013-04-26,19412.28118812682
1_7_2013-05-03,21839.608608015085
1_7_2013-05-10,23267.71222533809
1_7_2013-05-17,21201.01945243755
1_7_2013-05-24,27328.333718986847
1_7_2013-05-31,29902.668504000092
1_7_2013-06-07,29796.33908245633
1_7_2013-06-14,28134.36468125441
1_7_2013-06-21,26399.61653305104
1_7_2013-06-28,24840.442026516987
1_7_2013-07-05,28932.266469260372
1_7_2013-07-12,20416.46686011559
1_7_2013-07-19,18471.554922309657
1_7_2013-07-26,18006.09181896439
1_8_2012-11-02,37665.18305856734
1_8_2012-11-09,36507.31822604086
1_8_2012-11-16,34933.90557276629
1_8_2012-11-23,35110.263128406354
1_8_2012-11-30,35992.55257899424
1_8_2012-12-07,38553.9977620939
1_8_2012-12-14,38001.645996624335
1_8_2012-12-21,41120.43258844574
1_8_2012-12-28,34296.454268573194
1_8_2013-01-04,38023.30524557833
1_8_2013-01-11,35190.66299352193
1_8_2013-01-18,36089.80781658874
1_8_2013-01-25,34745.73653358035
1_8_2013-02-01,40100.998139932875
1_8_2013-02-08,39262.622976471706
1_8_2013-02-15,38184.13221308586
1_8_2013-02-22,38101.73385373285
1_8_2013-03-01,39796.06106042351
1_8_2013-03-08,37508.11467653665
1_8_2013-03-15,37454.35822573638
1_8_2013-03-22,36968.7061171274
1_8_2013-03-29,38212.741478338925
1_8_2013-04-05,43664.86773201076
1_8_2013-04-12,37732.31881799248
1_8_2013-04-19,37872.08493592303
1_8_2013-04-26,37430.14890405025
1_8_2013-05-03,40499.6791191286
1_8_2013-05-10,39167.428396713614
1_8_2013-05-17,39128.60485686904
1_8_2013-05-24,40515.13394077377
1_8_2013-05-31,40964.83401782273
1_8_2013-06-07,41091.11262813016
1_8_2013-06-14,39293.88180151805
1_8_2013-06-21,39127.73939894132
1_8_2013-06-28,38100.03707698634
1_8_2013-07-05,41936.06639362648
1_8_2013-07-12,37585.48953392173
1_8_2013-07-19,37868.372208175555
1_8_2013-07-26,37145.860577206644
1_9_2012-11-02,48803.57967447743
1_9_2012-11-09,40772.12808594307
1_9_2012-11-16,34168.79115137397
1_9_2012-11-23,44425.61169595691
1_9_2012-11-30,26047.611557199416
1_9_2012-12-07,29904.352730885344
1_9_2012-12-14,31653.94899132668
1_9_2012-12-21,41877.285048984326
1_9_2012-12-28,30825.149103774846
1_9_2013-01-04,23561.435414122367
1_9_2013-01-11,18904.16978596808
1_9_2013-01-18,15770.010676157126
1_9_2013-01-25,15370.59917838991
1_9_2013-02-01,18884.29815299751
1_9_2013-02-08,21133.763502595993
1_9_2013-02-15,23740.92187892442
1_9_2013-02-22,25972.30951870829
1_9_2013-03-01,30047.274493719913
1_9_2013-03-08,29363.50122613465
1_9_2013-03-15,35565.44812730412
1_9_2013-03-22,35994.49423279877
1_9_2013-03-29,44753.76026937392
1_9_2013-04-05,45145.05500387161
1_9_2013-04-12,36128.175115236896
1_9_2013-04-19,32491.042410367892
1_9_2013-04-26,30988.724120662126
1_9_2013-05-03,32637.6570956123
1_9_2013-05-10,30132.557983692303
1_9_2013-05-17,28534.510320149577
1_9_2013-05-24,29915.66101041684
1_9_2013-05-31,32943.285204443506
1_9_2013-06-07,31205.154953017893
1_9_2013-06-14,32151.219164354377
1_9_2013-06-21,30304.70705572877
1_9_2013-06-28,27065.51021207486
1_9_2013-07-05,33566.530933587
1_9_2013-07-12,23795.280048649234
1_9_2013-07-19,23815.330636794286
1_9_2013-07-26,22907.859386574593
1_10_2012-11-02,32903.39399801839
1_10_2012-11-09,33544.475386529615
1_10_2012-11-16,30748.90898256976
1_10_2012-11-23,32652.884644352787
1_10_2012-11-30,32627.055003661004
1_10_2012-12-07,33251.51160477399
1_10_2012-12-14,32586.069646164797
1_10_2012-12-21,32464.54691376283
1_10_2012-12-28,28518.985321600656
1_10_2013-01-04,31200.752887064824
1_10_2013-01-11,25358.325958380075
1_10_2013-01-18,25975.2590286472
1_10_2013-01-25,24196.991333336264
1_10_2013-02-01,31812.983673005107
1_10_2013-02-08,36406.22374776027
1_10_2013-02-15,37959.98263347879
1_10_2013-02-22,37223.416674710796
1_10_2013-03-01,39887.16499416221
1_10_2013-03-08,36987.75015455549
1_10_2013-03-15,36105.79745619005
1_10_2013-03-22,36168.88253828918
1_10_2013-03-29,43245.291288548215
1_10_2013-04-05,40873.90686231544
1_10_2013-04-12,33388.636384787336
1_10_2013-04-19,32527.46425865961
1_10_2013-04-26,30537.29705463156
1_10_2013-05-03,34872.46194898709
1_10_2013-05-10,33864.91848475832
1_10_2013-05-17,32657.70662861589
1_10_2013-05-24,34831.85905789367
1_10_2013-05-31,36730.23647427655
1_10_2013-06-07,37091.37453809879
1_10_2013-06-14,34749.4585791291
1_10_2013-06-21,34615.17127644793
1_10_2013-06-28,33718.841633967466
1_10_2013-07-05,40220.417416265656
1_10_2013-07-12,33877.628647922356
1_10_2013-07-19,31790.261460828828
1_10_2013-07-26,31013.987743212703
1_11_2012-11-02,26836.854024260458
1_11_2012-11-09,24350.25581695363
1_11_2012-11-16,23183.987286579035
1_11_2012-11-23,27527.945675967436
1_11_2012-11-30,30747.650442778937
1_11_2012-12-07,37025.25566153213
1_11_2012-12-14,31714.90397915348
1_11_2012-12-21,34175.970247557234
1_11_2012-12-28,26082.890484201715
1_11_2013-01-04,27016.913701780406
1_11_2013-01-11,25669.120062543723
1_11_2013-01-18,22297.153308918674
1_11_2013-01-25,19242.527898627683
1_11_2013-02-01,22063.189950166478
1_11_2013-02-08,25696.21196076092
1_11_2013-02-15,25690.50750563492
1_11_2013-02-22,23514.595003846705
1_11_2013-03-01,23714.069460993447
1_11_2013-03-08,23579.76231473265
1_11_2013-03-15,25119.997448659702
1_11_2013-03-22,24921.015070317644
1_11_2013-03-29,25441.526141057555
1_11_2013-04-05,33186.88256658807
1_11_2013-04-12,23985.01481618756
1_11_2013-04-19,23190.274881841025
1_11_2013-04-26,21779.13595275558
1_11_2013-05-03,28436.092662510633
1_11_2013-05-10,28920.65671588855
1_11_2013-05-17,25460.35561758996
1_11_2013-05-24,27445.38033567217
1_11_2013-05-31,29512.044671849268
1_11_2013-06-07,34400.23427188619
1_11_2013-06-14,30680.71601317891
1_11_2013-06-21,29128.62947495874
1_11_2013-06-28,37702.42488227233
1_11_2013-07-05,39366.58037449543
1_11_2013-07-12,31232.59379463743
1_11_2013-07-19,27900.088967729465
1_11_2013-07-26,30695.895751469732
1_12_2012-11-02,10635.6455119735
1_12_2012-11-09,11081.5754762745
1_12_2012-11-16,10838.497847317249
1_12_2012-11-23,9026.33107279622
1_12_2012-11-30,8149.777563082226
1_12_2012-12-07,8190.3441649344595
1_12_2012-12-14,7920.766693345188
1_12_2012-12-21,9087.235904069477
1_12_2012-12-28,7919.695114949336
1_12_2013-01-04,8023.745244296258
1_12_2013-01-11,8047.678079502746
1_12_2013-01-18,9057.80423848835
1_12_2013-01-25,8309.809245446875
1_12_2013-02-01,9386.377870669769
1_12_2013-02-08,9593.94069044464
1_12_2013-02-15,9951.976679191355
1_12_2013-02-22,10965.316967825362
1_12_2013-03-01,11866.577022239926
1_12_2013-03-08,12179.213898564032
1_12_2013-03-15,12179.213898564032
1_12_2013-03-22,12116.83631037159
1_12_2013-03-29,12286.186473825244
1_12_2013-04-05,12305.217984322542
1_12_2013-04-12,10955.176648121773
1_12_2013-04-19,11577.576881971117
1_12_2013-04-26,11682.766453115333
1_12_2013-05-03,12429.046598315914
1_12_2013-05-10,11848.49764801321
1_12_2013-05-17,11264.750404021002
1_12_2013-05-24,12525.85346045117
1_12_2013-05-31,11663.873507158294
1_12_2013-06-07,11492.76279907951
1_12_2013-06-14,11708.709960383698
1_12_2013-06-21,10571.981455276931
1_12_2013-06-28,11883.435456263729
1_12_2013-07-05,13625.835198054454
1_12_2013-07-12,10466.94931673058
1_12_2013-07-19,12209.606377609318
1_12_2013-07-26,11012.439404070992
1_13_2012-11-02,41788.55079719073
1_13_2012-11-09,38444.72155968138
1_13_2012-11-16,38064.79836738788
1_13_2012-11-23,38984.560648050334
1_13_2012-11-30,38315.361972241786
1_13_2012-12-07,37616.193539885826
1_13_2012-12-14,35300.72256700012
1_13_2012-12-21,37712.50220847711
1_13_2012-12-28,33399.52836833854
1_13_2013-01-04,39922.84983253838
1_13_2013-01-11,37902.377641858475
1_13_2013-01-18,36712.27416592278
1_13_2013-01-25,35584.82589127392
1_13_2013-02-01,42355.2898850332
1_13_2013-02-08,44375.68434928053
1_13_2013-02-15,40377.90963522173
1_13_2013-02-22,41379.37539423656
1_13_2013-03-01,43832.444647232194
1_13_2013-03-08,41382.38915828712
1_13_2013-03-15,39669.16906529658
1_13_2013-03-22,39528.632091348125
1_13_2013-03-29,39257.01212862419
1_13_2013-04-05,45573.274966177254
1_13_2013-04-12,40371.83720917536
1_13_2013-04-19,40012.52026389643
1_13_2013-04-26,38863.75312858411
1_13_2013-05-03,42472.668798849336
1_13_2013-05-10,39651.17363863518
1_13_2013-05-17,38906.15157962936
1_13_2013-05-24,38972.02361008733
1_13_2013-05-31,40402.180075263714
1_13_2013-06-07,42723.16291709192
1_13_2013-06-14,40312.881171718305
1_13_2013-06-21,39458.89791664902
1_13_2013-06-28,39775.115373977846
1_13_2013-07-05,43566.65154886839
1_13_2013-07-12,40734.31446311419
1_13_2013-07-19,40374.99751783526
1_13_2013-07-26,37684.68623280452
1_14_2012-11-02,13734.811295168722
1_14_2012-11-09,14772.064031572503
1_14_2012-11-16,17508.1934059601
1_14_2012-11-23,37024.70640735527
1_14_2012-11-30,18886.67672085428
1_14_2012-12-07,24739.46098017293
1_14_2012-12-14,27603.912437267794
1_14_2012-12-21,40597.90441697886
1_14_2012-12-28,28444.803660486275
1_14_2013-01-04,18374.427413770718
1_14_2013-01-11,16130.63030323938
1_14_2013-01-18,13767.634695937266
1_14_2013-01-25,13099.76693563465
1_14_2013-02-01,15015.662651577306
1_14_2013-02-08,17755.24033785205
1_14_2013-02-15,20611.081953158322
1_14_2013-02-22,18995.7476283279
1_14_2013-03-01,19824.00376262539
1_14_2013-03-08,17727.52926408846
1_14_2013-03-15,14780.076423737206
1_14_2013-03-22,14165.474772048085
1_14_2013-03-29,14514.74306602426
1_14_2013-04-05,16450.46662463463
1_14_2013-04-12,14918.150391058864
1_14_2013-04-19,14226.770276380108
1_14_2013-04-26,14840.69065047833
1_14_2013-05-03,15969.577087240921
1_14_2013-05-10,15897.506649424953
1_14_2013-05-17,16646.426567742463
1_14_2013-05-24,15070.930549273065
1_14_2013-05-31,15130.060211200785
1_14_2013-06-07,14077.617817096956
1_14_2013-06-14,14640.620280213137
1_14_2013-06-21,13923.462904064201
1_14_2013-06-28,15996.024044734797
1_14_2013-07-05,19135.095753532652
1_14_2013-07-12,15204.040154262055
1_14_2013-07-19,13295.106348347383
1_14_2013-07-26,13091.402064548829
1_16_2012-11-02,7883.212883327962
1_16_2012-11-09,6945.588722758418
1_16_2012-11-16,5331.884208133564
1_16_2012-11-23,7568.147751400316
1_16_2012-11-30,5692.4495492478845
1_16_2012-12-07,5180.26729741058
1_16_2012-12-14,5080.758345355045
1_16_2012-12-21,6415.380139052717
1_16_2012-12-28,5254.836960528679
1_16_2013-01-04,6099.443731159412
1_16_2013-01-11,5650.510841072971
1_16_2013-01-18,6461.376414045556
1_16_2013-01-25,6376.48960196463
1_16_2013-02-01,9056.010065153887
1_16_2013-02-08,12046.9015725424
1_16_2013-02-15,12329.185873209983
1_16_2013-02-22,17897.282608323607
1_16_2013-03-01,25528.65401094403
1_16_2013-03-08,30345.268408698998
1_16_2013-03-15,40522.28401634714
1_16_2013-03-22,44898.26050531505
1_16_2013-03-29,51450.98786119153
1_16_2013-04-05,58300.34453949722
1_16_2013-04-12,55330.09396556398
1_16_2013-04-19,47237.08976436861
1_16_2013-04-26,42858.135962442415
1_16_2013-05-03,45438.61369009574
1_16_2013-05-10,41400.32329442771
1_16_2013-05-17,40607.43370249479
1_16_2013-05-24,43137.567184704814
1_16_2013-05-31,44617.26990985916
1_16_2013-06-07,37952.39318299188
1_16_2013-06-14,35769.940624849994
1_16_2013-06-21,36668.713779160644
1_16_2013-06-28,37326.71962530145
1_16_2013-07-05,43445.976894716194
1_16_2013-07-12,27471.404160952603
1_16_2013-07-19,23909.566911338075
1_16_2013-07-26,23219.014977164617
1_17_2012-11-02,7876.595359037078
1_17_2012-11-09,7876.0582430312925
1_17_2012-11-16,9281.267744983617
1_17_2012-11-23,11530.879145197545
1_17_2012-11-30,9837.27383658901
1_17_2012-12-07,10917.769586260238
1_17_2012-12-14,11531.292644210485
1_17_2012-12-21,16070.630905494874
1_17_2012-12-28,11583.192652154026
1_17_2013-01-04,8794.734763043723
1_17_2013-01-11,9243.967476529033
1_17_2013-01-18,8117.879582024878
1_17_2013-01-25,7813.002945553143
1_17_2013-02-01,7961.172983755985
1_17_2013-02-08,9835.79371025883
1_17_2013-02-15,11011.308539564488
1_17_2013-02-22,10262.593551219248
1_17_2013-03-01,11204.215337981159
1_17_2013-03-08,11407.37288292181
1_17_2013-03-15,9801.304129722781
1_17_2013-03-22,8458.56175392399
1_17_2013-03-29,8803.994669416299
1_17_2013-04-05,9334.836565192227
1_17_2013-04-12,7666.936691189044
1_17_2013-04-19,8631.020126504287
1_17_2013-04-26,7759.162909122569
1_17_2013-05-03,8622.534111372497
1_17_2013-05-10,8180.521869319535
1_17_2013-05-17,9365.135067184412
1_17_2013-05-24,8090.596453004216
1_17_2013-05-31,7981.657529458499
1_17_2013-06-07,8575.571587111684
1_17_2013-06-14,7432.100771348378
1_17_2013-06-21,7773.71848581376
1_17_2013-06-28,8040.648809526887
1_17_2013-07-05,8176.7290765145435
1_17_2013-07-12,7894.061518791141
1_17_2013-07-19,7652.937999543357
1_17_2013-07-26,8349.57505602237
1_18_2012-11-02,12079.697044252775
1_18_2012-11-09,12790.654234122254
1_18_2012-11-16,12675.1160107183
1_18_2012-11-23,27509.696209554026
1_18_2012-11-30,32572.673290747167
1_18_2012-12-07,43181.90021852605
1_18_2012-12-14,21452.165221118605
1_18_2012-12-21,14430.18706553664
1_18_2012-12-28,15250.662775051233
1_18_2013-01-04,6931.315518119008
1_18_2013-01-11,3956.5043282677725
1_18_2013-01-18,5332.277100978297
1_18_2013-01-25,6861.118959759517
1_18_2013-02-01,7076.308734432101
1_18_2013-02-08,11634.735116805465
1_18_2013-02-15,10679.968778871988
1_18_2013-02-22,11158.212658732393
1_18_2013-03-01,10826.450258843051
1_18_2013-03-08,8693.862178702257
1_18_2013-03-15,4865.195316917426
1_18_2013-03-22,5480.448378865829
1_18_2013-03-29,3929.528951416106
1_18_2013-04-05,5046.687416564385
1_18_2013-04-12,4797.241675718266
1_18_2013-04-19,10075.279609498573
1_18_2013-04-26,4314.783552198859
1_18_2013-05-03,2174.8242146501793
1_18_2013-05-10,1413.5997823393213
1_18_2013-05-17,1108.0021244829204
1_18_2013-05-24,1526.6369467882278
1_18_2013-06-07,2390.39560551513
1_18_2013-07-05,4870.900018885031
1_19_2012-11-02,1102.387279907218
1_19_2012-11-09,1033.6309306392732
1_19_2012-11-16,958.4711332131467
1_19_2012-11-23,997.557661375892
1_19_2012-11-30,1393.4020410275775
1_19_2012-12-07,1765.4602849731946
1_19_2012-12-14,1563.3909887345367
1_19_2012-12-21,1979.4202459943153
1_19_2012-12-28,1218.961407615872
1_19_2013-01-04,1220.6401633625253
1_19_2013-01-11,1114.5731041351874
1_19_2013-01-18,719.7279265866762
1_19_2013-01-25,661.810011484017
1_19_2013-02-01,1208.9740555297026
1_19_2013-02-08,1250.6154198861582
1_19_2013-02-15,1036.7210480131127
1_19_2013-02-22,1123.9754560108136
1_19_2013-03-01,922.714479506979
1_19_2013-03-08,1381.3917038314544
1_19_2013-03-15,1381.3917038314544
1_19_2013-03-22,1361.6097919374129
1_19_2013-03-29,1142.3937771121425
1_19_2013-04-05,1429.211933054395
1_19_2013-04-12,866.1510070281797
1_19_2013-04-19,1029.1372345223986
1_19_2013-04-26,740.2535646036958
1_19_2013-05-03,1020.6512193906074
1_19_2013-05-10,1727.5415056888332
1_19_2013-05-17,1585.0114091778987
1_19_2013-05-24,1389.3184859259345
1_19_2013-05-31,1528.8959832726875
1_19_2013-06-07,1279.745389843138
1_19_2013-06-14,1225.8405281724774
1_19_2013-06-21,1207.4036809974166
1_19_2013-06-28,1018.4741878139273
1_19_2013-07-05,1264.2324962290922
1_19_2013-07-12,1018.9120852815829
1_19_2013-07-19,1018.9120852815829
1_19_2013-07-26,964.2855713771411
1_20_2012-11-02,3385.272686048039
1_20_2012-11-09,3355.7527119833744
1_20_2012-11-16,3088.9100166352755
1_20_2012-11-23,4398.541140244402
1_20_2012-11-30,3418.518956701768
1_20_2012-12-07,3293.563535936281
1_20_2012-12-14,3511.9040357626623
1_20_2012-12-21,4816.435890513438
1_20_2012-12-28,3907.132352622998
1_20_2013-01-04,3666.5534453480263
1_20_2013-01-11,4149.588243927641
1_20_2013-01-18,3798.9876845948934
1_20_2013-01-25,3552.9876992482
1_20_2013-02-01,4094.9553446295654
1_20_2013-02-08,5334.026167437879
1_20_2013-02-15,5653.601234332311
1_20_2013-02-22,5145.15614127005
1_20_2013-03-01,5296.888968766763
1_20_2013-03-08,6499.741652443918
1_20_2013-03-15,5119.57544263484
1_20_2013-03-22,4711.047962234077
1_20_2013-03-29,4933.061251487753
1_20_2013-04-05,4538.257566449273
1_20_2013-04-12,3668.5553004049107
1_20_2013-04-19,4007.0545369837373
1_20_2013-04-26,4126.272921359951
1_20_2013-05-03,4599.53521417002
1_20_2013-05-10,4761.082005632798
1_20_2013-05-17,5110.733958098739
1_20_2013-05-24,4820.39118632037
1_20_2013-05-31,4670.51217215809
1_20_2013-06-07,4670.51217215809
1_20_2013-06-14,4221.530923485341
1_20_2013-06-21,5046.3149987419265
1_20_2013-06-28,4375.8316997242155
1_20_2013-07-05,5383.4847446331805
1_20_2013-07-12,4166.366790337784
