date_observacional,holiday,workingday,weathersit,temp,atemp,hum,windspeed,rents,mean_temp_last_3_days,max_temp_last_3_days,stddev_temp_last_3_days,var_temp_last_3_days,min_temp_last_3_days,mean_atemp_last_3_days,max_atemp_last_3_days,stddev_atemp_last_3_days,var_atemp_last_3_days,min_atemp_last_3_days,mean_hum_last_3_days,max_hum_last_3_days,stddev_hum_last_3_days,var_hum_last_3_days,min_hum_last_3_days,mean_windspeed_last_3_days,max_windspeed_last_3_days,stddev_windspeed_last_3_days,var_windspeed_last_3_days,min_windspeed_last_3_days,mean_rents_last_3_days,max_rents_last_3_days,stddev_rents_last_3_days,var_rents_last_3_days,min_rents_last_3_days,mean_temp_last_7_days,max_temp_last_7_days,stddev_temp_last_7_days,var_temp_last_7_days,min_temp_last_7_days,mean_atemp_last_7_days,max_atemp_last_7_days,stddev_atemp_last_7_days,var_atemp_last_7_days,min_atemp_last_7_days,mean_hum_last_7_days,max_hum_last_7_days,stddev_hum_last_7_days,var_hum_last_7_days,min_hum_last_7_days,mean_windspeed_last_7_days,max_windspeed_last_7_days,stddev_windspeed_last_7_days,var_windspeed_last_7_days,min_windspeed_last_7_days,mean_rents_last_7_days,max_rents_last_7_days,stddev_rents_last_7_days,var_rents_last_7_days,min_rents_last_7_days,mean_temp_last_15_days,max_temp_last_15_days,stddev_temp_last_15_days,var_temp_last_15_days,min_temp_last_15_days,mean_atemp_last_15_days,max_atemp_last_15_days,stddev_atemp_last_15_days,var_atemp_last_15_days,min_atemp_last_15_days,mean_hum_last_15_days,max_hum_last_15_days,stddev_hum_last_15_days,var_hum_last_15_days,min_hum_last_15_days,mean_windspeed_last_15_days,max_windspeed_last_15_days,stddev_windspeed_last_15_days,var_windspeed_last_15_days,min_windspeed_last_15_days,mean_rents_last_15_days,max_rents_last_15_days,stddev_rents_last_15_days,var_rents_last_15_days,min_rents_last_15_days
2011-01-25,0,1,2,0.223478,0.234526,0.616957,0.129796,186,0.11913035000000001,0.223478,0.07181495529077957,0.005157387803416668,0.0591304,0.132591175,0.234526,0.06978400045246165,0.004869806719149167,0.0790696,0.4863045,0.616957,0.09491465214075222,0.009008791191,0.4,0.176674,0.2466,0.04981908038760517,0.0024819407706666665,0.129796,128.75,93,47.73101716913227,2278.25,150,0.178066175,0.292174,0.08524412606130952,0.007266561027956428,0.0591304,0.18425033750000003,0.298422,0.08136485317037676,0.006620239331436968,0.0790696,0.568005,0.861667,0.16183379968438524,0.026190178720285725,0.4,0.20136674999999998,0.353242,0.071722927461467,0.005144178323642857,0.129796,95.0,93,52.94201680005346,2802.8571428571427,150,0.18024271249999999,0.292174,0.062203819467412935,0.0038693151563345004,0.0591304,0.18273377999999998,0.298422,0.061703542261505775,0.0038073271276174293,0.0790696,0.5436496666666667,0.861667,0.12128130268080228,0.01470915437995238,0.4,0.20682486666666663,0.353242,0.06814627084636889,0.004643914230266667,0.122132,96.9375,93,71.16128980468712,5063.929166666667,117
2011-01-26,0,1,2,0.2175,0.2036,0.8625,0.29385,34,0.15872275,0.223478,0.07136414809582844,0.005092841633443334,0.0965217,0.16372377500000002,0.234526,0.06560020138131564,0.004303386421269167,0.0988391,0.6019295,0.8625,0.18940644002866783,0.035874799524333346,0.436522,0.207144,0.29385,0.07624571260514697,0.005813408690666666,0.129796,114.0,86,67.4882705858334,4554.666666666666,150,0.1781703,0.292174,0.08529850385810663,0.00727583476043143,0.0591304,0.18065871249999998,0.298422,0.07955316655698946,0.006328706309244106,0.0790696,0.568109125,0.8625,0.1620498596494632,0.02626015701241072,0.4,0.219751125,0.353242,0.07452541146182,0.005554036953553572,0.129796,98.125,93,47.60983541844509,2266.6964285714284,150,0.18440939999999995,0.292174,0.06233518058153036,0.0038856747381320004,0.0591304,0.1862479133333333,0.298422,0.061259744544764544,0.003752756301689809,0.0790696,0.5689552,0.8625,0.14498760767892246,0.021021406380457137,0.4,0.21153039999999995,0.353242,0.07170659396238056,0.005141835617685713,0.122132,96.5,93,71.54858489166645,5119.2,117
2011-01-27,0,0,1,0.195,0.2197,0.6875,0.113837,15,0.18334232500000003,0.223478,0.058597779406354925,0.003433699751355833,0.0973913,0.193939,0.234526,0.0522227175725916,0.0027272122306666677,0.11793,0.664674,0.8625,0.15474665194654996,0.023946526288666673,0.491739,0.17395325,0.29385,0.08202264492758489,0.006727714280916668,0.113837,80.25,86,76.62190722415272,5870.916666666667,15,0.16602355000000002,0.261667,0.0727391525805149,0.005290984318131428,0.0591304,0.1708184625,0.25505,0.06674292926815625,0.004454618607294108,0.0790696,0.56132925,0.8625,0.15471642861677157,0.023937173283928574,0.4,0.207941125,0.353242,0.08353742748431046,0.006978501790696429,0.113837,90.25,93,55.90233831040906,3125.0714285714284,15,0.18602871249999994,0.292174,0.06224718131996955,0.0038747115822811663,0.0591304,0.1881303133333333,0.298422,0.06186233063337226,0.0038269479513926676,0.0790696,0.57636425,0.8625,0.14317221671423078,0.020498283638866664,0.4,0.21097739999999995,0.353242,0.07247316645963328,0.0052523598566857135,0.113837,94.75,93,73.26618137540221,5367.933333333333,117
2011-01-28,0,0,1,0.203478,0.223317,,0.1233,38,0.209864,0.223478,0.012979072694148833,0.00016845632799999984,0.195,0.22028575,0.234526,0.012789716608145261,0.0001635768509166667,0.2036,0.722319,0.8625,0.1264203831785049,0.015982113283000008,0.616957,0.16519574999999997,0.29385,0.08601944240063793,0.0073993444709166654,0.113837,68.25,38,79.1385915130328,6262.916666666665,15,0.15874992500000001,0.223478,0.06421928010306896,0.0041241159369564285,0.0591304,0.16685183750000002,0.234526,0.06178025790765982,0.003816800267136964,0.0790696,0.5646144285714286,0.8625,0.16681119001519568,0.027825973114285713,0.4,0.198865625,0.353242,0.08880944495770945,0.007887117513696426,0.113837,84.625,93,58.91867882332151,3471.410714285714,15,0.18795064999999997,0.292174,0.06228382043140899,0.0038792742875319998,0.0591304,0.19231991333333334,0.298422,0.061983382585782815,0.003841939716775524,0.0790696,0.5748188666666666,0.8625,0.1480591301444251,0.02192150601912381,0.4,0.19888893333333332,0.353242,0.07084094431941648,0.005018439392066666,0.113837,95.5625,93,72.50928101514545,5257.595833333332,117
2011-01-29,0,1,2,0.196522,0.212126,0.651739,0.145365,123,0.20312499999999997,0.2175,0.010269379533350583,0.00010546015599999983,0.195,0.21468575,0.223317,0.008738561146817397,7.63624509166666e-05,0.2036,0.7339129999999999,0.8625,0.11278596857322284,0.01272067470700001,0.651739,0.169088,0.29385,0.08421708321949888,0.007092517106,0.113837,52.5,38,48.05899152777414,2309.6666666666665,123,0.16112767500000003,0.223478,0.06535479688974088,0.004271249476499286,0.0591304,0.1736384625,0.234526,0.06360317377420131,0.004045363714151249,0.0790696,0.5924224285714285,0.8625,0.1620547888080419,0.026261754575619054,0.4,0.17288099999999998,0.29385,0.06418552175641215,0.004119781203142857,0.113837,90.625,93,60.227989459102105,3627.410714285714,123,0.18992077499999996,0.292174,0.06200739081654164,0.0038449165158753328,0.0591304,0.19640278,0.298422,0.06106926530824534,0.0037294551652888573,0.0790696,0.586907,0.8625,0.14631819457802037,0.021409014064571425,0.4,0.18851326666666665,0.353242,0.06605272575263174,0.004362962579352381,0.113837,100.875,93,71.11106336803952,5056.783333333332,117
2011-01-30,0,1,1,0.216522,0.250322,0.722174,0.0739826,140,0.2028805,0.216522,0.009814620573409849,9.632677699999988e-05,0.195,0.22636625,0.250322,0.01663730239301632,0.00027679983091666657,0.212126,0.6871376666666666,0.722174,0.035218897914803246,0.0012403707703333322,0.651739,0.11412115,0.145365,0.029841879897609218,0.0008905377958233332,0.0739826,79.0,38,61.735997062761804,3811.3333333333344,123,0.18080162500000002,0.223478,0.05273561957194046,0.0027810455716364294,0.0965217,0.1950450125,0.250322,0.055534697139727425,0.0030841025864012496,0.0988391,0.6384472857142857,0.8625,0.1429169889594589,0.020425265733238097,0.436522,0.16063257499999997,0.29385,0.07311277072706147,0.005345477243387858,0.0739826,96.5,86,62.73299428074967,3935.428571428571,123,0.19339902499999995,0.292174,0.0618297953053542,0.0038229235875020004,0.0591304,0.20053004666666668,0.298422,0.06256442568775311,0.003914307361638381,0.0790696,0.5991968666666667,0.8625,0.14960634089210195,0.022382057235123813,0.4,0.1813551,0.353242,0.06994231914828103,0.00489192800784,0.0739826,106.25,93,70.57997827523988,4981.533333333334,117
2011-01-31,0,1,1,0.180833,0.18625,0.60375,0.187192,42,0.19933875,0.216522,0.014863762811504587,0.00022093144491666674,0.180833,0.21800375,0.250322,0.026555278776858406,0.0007051828309166665,0.18625,0.659221,0.722174,0.059565478148001116,0.003548046186999999,0.60375,0.1324599,0.187192,0.047136831882368446,0.0022218809199066668,0.0739826,85.75,42,53.306503668251715,2841.5833333333335,123,0.19134053750000005,0.223478,0.040489266327860186,0.0016393806877683925,0.0973913,0.20597137499999998,0.250322,0.040453517540638105,0.0016364870814107146,0.11793,0.662337,0.8625,0.11473639780238297,0.01316444098066667,0.491739,0.15320657499999998,0.29385,0.06578339107677017,0.004327454541559286,0.0739826,83.0,86,61.176559469877255,3742.571428571428,123,0.19011777499999993,0.292174,0.06095614314818483,0.003715651387502,0.0591304,0.19640591333333335,0.298422,0.061228525901189775,0.003748932384032667,0.0790696,0.6061968666666666,0.8625,0.14700460616975178,0.021610354235123825,0.4,0.1831819125,0.353242,0.06967180361008676,0.0048541602182824994,0.0739826,95.0,93,65.02717380705802,4228.533333333333,117
2011-02-01,0,1,1,0.192174,0.23453,0.829565,0.053213,47,0.19651275,0.216522,0.0148890282059195,0.00022168316091666644,0.180833,0.220807,0.250322,0.027862770644715134,0.0007763339879999993,0.18625,0.701807,0.829565,0.09807973138557563,0.00961963370866667,0.60375,0.11493815,0.187192,0.06227295630012009,0.0038779210863566665,0.053213,88.0,47,50.74774215010293,2575.3333333333335,123,0.203188375,0.223478,0.01476932254890424,0.00021813288855357122,0.180833,0.220546375,0.250322,0.020072283377387402,0.0004028965599821426,0.18625,0.7105978571428571,0.8625,0.1012788230076235,0.010257399989809528,0.60375,0.14006694999999997,0.29385,0.07453038631260216,0.005554778483905715,0.053213,78.125,47,62.44411787464738,3899.2678571428564,123,0.18764946249999997,0.292174,0.05995285909785983,0.003594345314007834,0.0591304,0.19878866875,0.298422,0.05991530632852476,0.0035898439324409588,0.0790696,0.6292512000000001,0.8625,0.15340714102451125,0.023533750917314283,0.4,0.1747306625,0.353242,0.07682619759159307,0.0059022646363825005,0.053213,82.25,93,50.85600587279081,2586.3333333333335,117
2011-02-02,0,1,2,0.26,0.254417,0.775417,0.264308,72,0.21238225,0.26,0.03506335308528455,0.0012294387295833336,0.180833,0.23137975,0.254417,0.031284405767890176,0.00097871404425,0.18625,0.7327265000000001,0.829565,0.09651678037350117,0.00931548889366666,0.60375,0.1446739,0.264308,0.09913368555460851,0.009827487611639997,0.053213,75.25,72,45.11743934814268,2035.5833333333333,140,0.207753625,0.26,0.024425074972468642,0.0005965842874107141,0.180833,0.22303275,0.254417,0.02306081635743688,0.0005318012510714284,0.18625,0.7332349999999999,0.8625,0.09433118027813851,0.008898371572666668,0.60375,0.15688095,0.29385,0.08614946373312903,0.007421730101505714,0.053213,63.875,72,44.83441758292395,2010.1250000000002,123,0.19290989999999997,0.292174,0.06248594292989958,0.003904493063838667,0.0591304,0.20364154375000001,0.298422,0.06114495681293724,0.0037387057436559603,0.0790696,0.6451123333333333,0.8625,0.15552791159038523,0.02418893128366668,0.4,0.17912384999999997,0.353242,0.0799488605641548,0.006391820305506667,0.053213,79.4375,93,50.043939026952444,2504.395833333334,123
2011-02-03,0,0,2,0.186957,0.177878,0.437826,0.277752,61,0.204991,0.26,0.03696439588757449,0.0013663665633333337,0.180833,0.21326875,0.254417,0.03709329349424232,0.0013759124222499997,0.177878,0.6616394999999999,0.829565,0.17756498345582294,0.031529323349666676,0.437826,0.19561625,0.277752,0.10297975779208585,0.010604830514916666,0.053213,55.5,72,13.625955623979799,185.6666666666667,42,0.20393575,0.26,0.025062745378919917,0.0006281412059285716,0.180833,0.21981749999999997,0.254417,0.027519410739123236,0.0007573179674285714,0.177878,0.6725672857142857,0.829565,0.1279213727226146,0.016363877599238092,0.437826,0.1548687,0.277752,0.08260837693620596,0.006824143940034285,0.053213,67.25,72,43.25258043499503,1870.785714285715,123,0.19105302500000002,0.292174,0.062173555696576774,0.003865551027955334,0.0591304,0.20023810625,0.298422,0.06095671277805224,0.003715720832705957,0.0790696,0.6168562666666665,0.8625,0.15183182866742806,0.023052904196495232,0.4,0.18730991249999998,0.353242,0.08306069369267974,0.006899078836709167,0.053213,82.6875,93,46.744295552149104,2185.0291666666667,123
2011-02-04,0,0,2,0.211304,0.228587,0.585217,0.127839,88,0.21260875,0.26,0.03328274945949228,0.0011077414115833334,0.186957,0.223853,0.254417,0.03257948130342164,0.0010614226020000002,0.177878,0.65700625,0.829565,0.17980666128071193,0.032330435440916676,0.437826,0.180778,0.277752,0.108714587371398,0.01181886150733333,0.053213,67.0,88,17.339742404853272,300.6666666666667,47,0.20597375,0.26,0.024894647644767794,0.0006197434813571427,0.180833,0.22092837499999998,0.254417,0.027692814307467145,0.000766891964267857,0.177878,0.6579554285714285,0.829565,0.13171674625859986,0.017349301244952382,0.437826,0.15661895,0.277752,0.08175879581946258,0.006684500693848571,0.053213,76.375,88,38.04109619871646,1447.125,123,0.18599865000000002,0.261667,0.05642645273071841,0.0031839445677719993,0.0591304,0.19587341875,0.25505,0.055734242809942484,0.0031063058215976256,0.0790696,0.6064214666666666,0.8625,0.1479654228662256,0.021893766363980955,0.4,0.18228003749999996,0.353242,0.08413357632508657,0.007078458665249167,0.053213,83.3125,93,46.744295552149104,2185.0291666666667,123
2011-02-05,0,1,1,0.233333,0.243058,0.929167,0.161079,100,0.2228985,0.26,0.031153512081304735,0.0009705413150000002,0.186957,0.225985,0.254417,0.03376842611079172,0.001140306602,0.177878,0.68190675,0.929167,0.2151016181255966,0.04626870612024999,0.437826,0.2077445,0.277752,0.07452748354130843,0.005554345802999999,0.127839,80.25,88,17.211914478058503,296.24999999999994,100,0.209705625,0.26,0.026643383080647672,0.0007098698619821427,0.180833,0.223396,0.254417,0.02879371245353997,0.0008290778768571427,0.177878,0.6918568749999999,0.929167,0.1551299268294967,0.024065294198124997,0.437826,0.161341325,0.277752,0.08064280843741474,0.00650326255267357,0.053213,84.125,88,35.324768728390644,1247.8392857142858,100,0.184227775,0.26,0.05429784160383664,0.002948255602835333,0.0591304,0.19512391875000004,0.254417,0.05496066245310633,0.003020674417284292,0.0790696,0.6324770666666666,0.929167,0.16815340672793258,0.028275568194209517,0.4,0.18010347499999999,0.353242,0.08420805694886524,0.0070909968551033315,0.053213,84.375,93,46.9295571397529,2202.3833333333328,100
